cf,timestamp
0.16,20140720161400
0.2,20140720161730
0.36,20140720162900
0.32,20140720163100
0.48,20140720163530
0.5,20140720163600
0.8,20140720164330
0.8,20140720164530
0.8,20140720164630
0.78,20140720164900
0.66,20140720165030
0.6,20140720165130
-0.04,20140720170330
-0.08,20140720170430
-0.12,20140720170700
-0.12,20140720171000
-0.38,20140720171930
-0.44,20140720172100
-0.48,20140720172200
-0.5,20140720172330
-0.5,20140720172730
-0.42,20140720173100
-0.34,20140720173700
-0.36,20140720174300
-0.42,20140720174400
-0.22,20140720175200
-0.12,20140720175500
0.1,20140720175930
0.16,20140720180300
0.24,20140720181400
-0.24,20140720182130
-0.24,20140720182200
-0.3,20140720182430
-0.32,20140720182600
-0.36,20140720182700
-0.28,20140720183630
-0.24,20140720183730
-0.32,20140720184030
-0.36,20140720185030
-0.3,20140720185300
-0.24,20140720185400
-0.22,20140720190830
-0.16,20140720191600
-0.16,20140720191900
-0.18,20140720191930
-0.22,20140720192000
-0.22,20140720192030
-0.32,20140720192900
-0.44,20140720193730
-0.72,20140720194300
-0.76,20140720194700
-0.76,20140720194730
-0.68,20140720195300
-0.6,20140720195500
-0.5,20140720195700
-0.38,20140720201030
-0.5,20140720202230
-0.52,20140720202730
-0.54,20140720202900
-0.66,20140720202930
-0.7,20140720204100
-0.7,20140720204730
-0.7,20140720204830
-0.74,20140720205330
-0.88,20140720210430
-0.84,20140720211100
-0.84,20140720211230
-0.84,20140720211530
-0.82,20140720212100
-0.82,20140720213800
-0.78,20140720214500
-0.72,20140721103400
-0.74,20140721103500
-0.58,20140721104130
-0.64,20140721110330
-0.64,20140721110400
-0.54,20140721110930
-0.38,20140721111330
-0.36,20140721111500
-0.04,20140721111930
0.3,20140721112530
-0.2,20140721113500
-0.64,20140721114200
-0.66,20140721114230
-0.62,20140721114330
-0.72,20140721115000
-0.68,20140721115100
-0.8,20140721115300
-0.82,20140721115530
-0.82,20140721115630
-0.68,20140721120430
-0.62,20140721120630
-0.48,20140721120930
-0.48,20140721121900
-0.64,20140721122230
-0.52,20140721122700
-0.6,20140721123700
-0.56,20140721123900
-0.66,20140721124230
-0.36,20140721125430
0.72,20140721131100
0.54,20140721131730
0.94,20140721132230
0.98,20140721133200
0.98,20140721133230
0.42,20140721135230
0.26,20140721135430
-0.4,20140721140500
-0.5,20140721140700
-0.64,20140721141000
-0.68,20140721141300
-0.68,20140721141400
0.26,20140721142300
0.26,20140721142330
0.22,20140721142400
-0.72,20140721143330
-0.86,20140721143600
-0.26,20140721144630
-0.82,20140721150130
-0.82,20140721150200
-0.66,20140721151600
-0.2,20140721152230
0.32,20140721153800
0.34,20140721153830
0.64,20140721154230
0.74,20140721154500
0.5,20140721155130
0.12,20140721155930
0.2,20140721160200
0.2,20140721160800
-0.04,20140721161000
-0.14,20140721161100
-0.22,20140721161200
-0.42,20140721161930
-0.28,20140721162230
-0.22,20140721162330
0.06,20140721162830
-0.06,20140721163000
-0.22,20140721163400
-0.1,20140721163630
-0.18,20140721163830
0.14,20140721164630
0.22,20140721164730
0.42,20140721164900
0.86,20140721165500
0.86,20140721165630
0.74,20140721170000
0.6,20140721171030
0.32,20140721171430
0.2,20140721171730
0.16,20140721171930
0.12,20140721172400
0.1,20140721172500
0.1,20140721172630
0.1,20140721172730
0.16,20140721172900
0.46,20140721173500
0.58,20140721174100
0.6,20140721174130
0.66,20140721174400
0.76,20140721174730
0.84,20140721175300
0.92,20140721181130
0.92,20140721181230
0.92,20140721181300
0.88,20140721182200
0.86,20140721182500
0.18,20140721183630
0.1,20140721184300
-0.18,20140721185100
-0.26,20140721185330
-0.2,20140721185600
-0.28,20140721191000
-0.4,20140721191500
-0.42,20140721191600
-0.4,20140721191630
-0.2,20140721192200
-0.2,20140721192300
-0.06,20140721192530
-0.36,20140721193200
-0.38,20140721193330
-0.32,20140721193830
-0.32,20140721194000
-0.18,20140721194600
-0.08,20140721200100
-0.06,20140721200330
0.44,20140721202000
0.44,20140721202030
0.5,20140721202230
0.58,20140721202600
0.58,20140721202630
0.6,20140721202800
0.58,20140721202830
0.6,20140721203130
0.6,20140721203300
0.54,20140721203930
0.54,20140721204000
0.44,20140721204300
0.42,20140721204530
0.28,20140721205230
0.18,20140721205630
0.02,20140721210530
-0.46,20140721211400
-0.46,20140721211500
-0.54,20140721212000
-0.62,20140721212430
-0.6,20140721212800
-0.58,20140721213030
-0.6,20140721213600
-0.64,20140721213630
-0.62,20140721213830
-0.62,20140721213900
-0.66,20140721214230
-0.66,20140721214300
-0.64,20140721214400
-0.74,20140722102730
-0.8,20140722103630
-0.82,20140722104300
-0.82,20140722104700
-0.82,20140722104800
-0.84,20140722104830
-0.84,20140722105600
-0.84,20140722105700
-0.84,20140722110200
-0.84,20140722110930
-0.84,20140722111230
-0.84,20140722111330
-0.84,20140722111400
-0.84,20140722111430
-0.84,20140722111730
-0.86,20140722111800
-0.86,20140722112100
-0.86,20140722113000
-0.84,20140722113130
-0.84,20140722113300
-0.84,20140722113530
-0.84,20140722113730
-0.7,20140722114300
-0.16,20140722114900
0.7,20140722115230
0.7,20140722115500
0.76,20140722115530
0.92,20140722115700
0.4,20140722121030
0.24,20140722121230
0.32,20140722121430
-0.28,20140722122330
0.2,20140722123730
0.5,20140722124130
0.66,20140722124300
0.62,20140722125230
0.26,20140722125700
0.08,20140722130030
0.0,20140722130100
0.26,20140722130500
0.48,20140722131130
-0.42,20140722132100
-0.14,20140722132400
0.0,20140722133000
-0.08,20140722133030
-0.38,20140722134730
-0.2,20140722135000
-0.28,20140722135030
-0.02,20140722135930
-0.1,20140722145000
0.32,20140722150430
0.42,20140722150700
0.46,20140722150730
0.06,20140722151930
-0.44,20140722152700
-0.42,20140722152830
-0.38,20140722153500
-0.38,20140722153530
-0.5,20140722154600
-0.46,20140722154630
-0.44,20140722155430
-0.08,20140722160900
-0.04,20140722160930
0.04,20140722161500
-0.36,20140722161930
-0.36,20140722162430
-0.38,20140722162730
-0.38,20140722162930
-0.32,20140722163930
-0.22,20140722164130
-0.3,20140722164500
-0.26,20140722165300
0.16,20140722165930
0.44,20140722170230
0.6,20140722170400
0.78,20140722171900
0.76,20140722172600
0.76,20140722172630
0.56,20140722173400
0.58,20140722173600
0.68,20140722174000
0.66,20140722174230
0.66,20140722174330
0.62,20140722174630
0.6,20140722174700
0.54,20140722174830
0.42,20140722175230
0.14,20140722175630
-0.58,20140722180830
-0.64,20140722181030
-0.7,20140722181400
-0.72,20140722181600
-0.72,20140722181930
-0.64,20140722183700
-0.64,20140722183800
-0.38,20140722184900
-0.1,20140722185300
0.14,20140722185600
0.2,20140722185700
0.2,20140722185800
0.22,20140722185900
0.28,20140722185930
0.4,20140722190530
0.46,20140722191430
0.46,20140722191500
0.52,20140722192100
0.58,20140722192500
0.56,20140722192530
0.48,20140722192630
0.86,20140722193230
0.9,20140722193630
0.9,20140722194200
0.88,20140722195130
0.88,20140722195200
0.86,20140722195700
0.88,20140722200600
0.86,20140722200730
0.7,20140722202130
0.56,20140722202500
0.58,20140722203500
0.58,20140722203600
0.6,20140722203730
0.56,20140722204700
0.4,20140722211300
0.32,20140722212030
0.28,20140722212200
0.24,20140722212300
0.2,20140722212500
0.16,20140722213000
0.18,20140722213200
0.2,20140722213530
0.18,20140722213630
0.18,20140722214030
0.0,20140722214830
-0.78,20140723104130
-0.78,20140723104500
-0.82,20140723105000
-0.82,20140723105400
-0.84,20140723105730
-0.84,20140723105800
-0.84,20140723110130
-0.86,20140723110230
-0.86,20140723110430
-0.86,20140723110700
-0.88,20140723111100
-0.86,20140723111330
-0.86,20140723111400
-0.86,20140723111700
-0.86,20140723111900
-0.86,20140723113000
-0.86,20140723113530
-0.86,20140723114230
-0.86,20140723114830
-0.84,20140723120500
-0.84,20140723120930
-0.86,20140723121530
-0.86,20140723123300
-0.86,20140723123430
-0.86,20140723123630
-0.84,20140723123830
-0.86,20140723124230
-0.86,20140723124500
-0.86,20140723124830
-0.86,20140723130400
-0.84,20140723130530
-0.86,20140723130830
-0.86,20140723131000
-0.86,20140723133500
-0.86,20140723133600
-0.88,20140723133630
-0.88,20140723134300
-0.88,20140723141400
-0.9,20140723141530
-0.88,20140723141600
-0.76,20140723142030
-0.82,20140723143030
-0.7,20140723143600
-0.7,20140723143830
-0.76,20140723144430
-0.56,20140723145100
-0.56,20140723145400
-0.56,20140723145700
-0.36,20140723150400
-0.4,20140723150600
-0.42,20140723150700
-0.46,20140723151000
-0.5,20140723151430
-0.58,20140723151930
-0.48,20140723152300
-0.32,20140723152630
-0.4,20140723152830
-0.42,20140723153030
-0.12,20140723153700
0.32,20140723154130
0.3,20140723154800
0.48,20140723155100
0.54,20140723160030
0.62,20140723160330
0.64,20140723160500
0.44,20140723161000
0.42,20140723161200
0.36,20140723161300
0.52,20140723161800
0.4,20140723162100
0.36,20140723162130
0.34,20140723162200
0.34,20140723162230
0.0,20140723162930
0.36,20140723164200
-0.02,20140723164400
-0.16,20140723164500
-0.34,20140723164730
-0.4,20140723164900
-0.52,20140723165330
-0.56,20140723165430
-0.56,20140723165500
-0.62,20140723165800
-0.62,20140723165830
-0.58,20140723170030
-0.56,20140723170130
-0.54,20140723170230
-0.4,20140723170530
0.04,20140723171600
0.0,20140723171800
-0.04,20140723172100
0.02,20140723173430
-0.04,20140723173900
-0.1,20140723174000
-0.2,20140723174400
-0.2,20140723174500
-0.02,20140723175200
0.16,20140723175300
0.18,20140723175400
0.06,20140723175700
-0.16,20140723180500
-0.42,20140723181100
-0.54,20140723181430
-0.34,20140723182630
-0.46,20140723183200
-0.56,20140723183800
-0.08,20140723184400
0.22,20140723185330
0.32,20140723185430
0.4,20140723185530
0.56,20140723190100
0.46,20140723190630
0.28,20140723192600
0.22,20140723192700
0.04,20140723193030
0.08,20140723193130
0.06,20140723193330
0.08,20140723193530
0.32,20140723194000
0.3,20140723194100
0.38,20140723194600
0.34,20140723194630
0.46,20140723194730
0.48,20140723195500
-0.04,20140723200030
-0.04,20140723200330
-0.16,20140723200530
0.18,20140723201100
0.24,20140723201130
0.42,20140723201500
0.4,20140723201830
0.46,20140723202530
0.5,20140723202630
0.52,20140723202830
0.5,20140723203300
0.46,20140723203330
0.44,20140723203400
0.38,20140723203600
0.34,20140723203630
0.32,20140723203700
0.64,20140723204200
0.54,20140723204330
0.1,20140723204600
0.34,20140723205200
0.24,20140723205400
0.1,20140723205700
0.08,20140723205800
0.06,20140723205900
0.04,20140723210230
-0.04,20140723210530
-0.28,20140723211030
-0.34,20140723211230
-0.46,20140723211800
-0.52,20140723212330
-0.52,20140723212830
-0.52,20140723213000
-0.48,20140723213800
-0.56,20140723214200
-0.58,20140723214530
-0.58,20140723214600
-0.88,20140724102800
-0.84,20140724104430
-0.82,20140724104530
-0.84,20140724104830
-0.84,20140724111400
-0.86,20140724111700
-0.84,20140724112330
-0.86,20140724113030
-0.86,20140724113500
-0.84,20140724114130
-0.84,20140724114700
-0.84,20140724115100
-0.84,20140724115330
-0.84,20140724120930
-0.84,20140724122600
-0.84,20140724123230
-0.84,20140724123700
-0.84,20140724123930
-0.84,20140724124530
-0.84,20140724124830
-0.8,20140724130730
-0.78,20140724130900
-0.78,20140724131000
-0.68,20140724131530
-0.78,20140724132200
-0.72,20140724133330
-0.7,20140724133830
-0.7,20140724134230
-0.62,20140724134500
-0.54,20140724134630
-0.56,20140724134830
-0.6,20140724135200
-0.62,20140724135330
-0.72,20140724135730
-0.68,20140724140100
-0.58,20140724140430
-0.32,20140724141430
-0.34,20140724142200
-0.32,20140724142430
-0.18,20140724142830
0.06,20140724144500
-0.02,20140724144700
-0.36,20140724145130
-0.36,20140724145200
-0.34,20140724145230
0.0,20140724145600
0.24,20140724145730
0.5,20140724150130
0.64,20140724151800
0.88,20140724152200
0.92,20140724152300
0.92,20140724153730
0.96,20140724154030
0.96,20140724154100
0.9,20140724154330
0.86,20140724154400
0.78,20140724154430
0.72,20140724154600
0.78,20140724154900
0.44,20140724155530
0.4,20140724155600
0.36,20140724155830
0.06,20140724160430
0.3,20140724160900
0.64,20140724161630
0.66,20140724161800
0.62,20140724162000
0.66,20140724162330
0.7,20140724162430
0.72,20140724162600
0.52,20140724163430
0.4,20140724163600
0.22,20140724164130
0.24,20140724164500
0.56,20140724165130
0.38,20140724170030
-0.4,20140724170730
-0.36,20140724170830
-0.32,20140724170930
-0.24,20140724171500
-0.14,20140724171600
0.4,20140724172200
0.84,20140724173200
0.82,20140724173430
0.78,20140724173600
0.7,20140724173730
0.62,20140724173830
0.52,20140724174430
0.46,20140724181030
0.56,20140724181130
0.76,20140724181600
0.8,20140724181800
0.96,20140724182430
0.96,20140724182830
0.94,20140724183300
0.92,20140724184200
0.86,20140724184500
0.8,20140724184730
0.76,20140724184830
0.76,20140724185000
0.76,20140724185230
0.36,20140724185730
0.3,20140724185800
0.06,20140724190130
0.14,20140724190230
-0.26,20140724191900
-0.04,20140724192200
-0.36,20140724193000
-0.58,20140724193600
-0.56,20140724194030
-0.5,20140724194230
-0.26,20140724194700
0.52,20140724200000
0.54,20140724200200
0.0,20140724201800
-0.12,20140724202030
-0.16,20140724202300
-0.3,20140724202900
-0.58,20140724203400
-0.64,20140724203500
-0.72,20140724203630
-0.76,20140724203830
-0.78,20140724203930
-0.84,20140724204800
-0.84,20140724204930
-0.86,20140724205400
-0.86,20140724205630
-0.86,20140724205700
-0.86,20140724210000
-0.86,20140724210030
-0.86,20140724210130
-0.86,20140724210700
-0.86,20140724210930
-0.86,20140724211130
-0.84,20140724211330
-0.86,20140724211930
-0.84,20140724212300
-0.84,20140724213600
-0.84,20140724213630
-0.84,20140724213730
-0.82,20140724214700
-0.82,20140724214930
-0.82,20140724215000
-0.4,20140725103330
-0.32,20140725104230
0.02,20140725105300
0.26,20140725105600
0.48,20140725110200
0.44,20140725110630
0.5,20140725111200
-0.54,20140725112300
-0.4,20140725114030
-0.16,20140725114300
0.02,20140725114500
0.92,20140725115900
0.88,20140725120500
0.6,20140725121130
0.66,20140725121430
0.64,20140725121630
0.68,20140725121800
0.98,20140725123100
0.98,20140725123400
0.98,20140725123500
0.98,20140725124130
0.98,20140725124600
0.98,20140725125700
0.96,20140725130600
0.96,20140725131000
0.96,20140725131930
0.96,20140725132000
0.96,20140725132100
0.98,20140725132300
0.98,20140725133230
0.98,20140725133700
0.98,20140725134830
0.98,20140725140100
0.98,20140725140330
0.96,20140725140900
0.98,20140725141130
0.98,20140725141330
0.98,20140725142130
0.98,20140725142200
0.98,20140725142330
0.98,20140725142430
0.98,20140725143530
0.98,20140725144400
0.98,20140725144430
0.98,20140725144700
0.98,20140725144730
0.98,20140725145030
0.98,20140725145130
0.98,20140725145500
0.96,20140725150330
0.98,20140725151930
0.98,20140725152000
1.0,20140725152130
1.0,20140725152200
1.0,20140725152530
1.0,20140725153330
0.98,20140725154500
0.98,20140725154530
0.98,20140725155600
0.98,20140725155900
0.98,20140725160200
0.98,20140725160500
0.98,20140725160600
0.86,20140725161330
0.78,20140725162300
0.76,20140725162530
0.74,20140725162600
0.68,20140725162730
0.64,20140725163030
0.66,20140725163900
0.96,20140725164700
0.96,20140725165500
0.96,20140725165600
0.96,20140725170700
0.96,20140725171030
0.96,20140725171600
0.96,20140725172030
0.96,20140725172130
0.96,20140725173930
0.96,20140725174130
0.96,20140725175900
0.96,20140725180000
0.96,20140725180200
0.96,20140725181200
0.96,20140725181300
0.96,20140725182500
0.96,20140725182530
0.96,20140725182830
0.96,20140725183000
0.96,20140725183330
0.96,20140725183630
0.96,20140725183700
0.96,20140725183900
0.96,20140725184000
0.96,20140725184500
0.96,20140725184930
0.96,20140725185000
0.98,20140725185700
0.96,20140725190200
0.94,20140725190600
0.86,20140725192800
0.8,20140725193200
0.48,20140725193730
0.54,20140725194530
0.52,20140725194600
0.52,20140725194730
0.44,20140725195330
0.5,20140725195430
0.62,20140725195630
0.62,20140725200200
0.56,20140725200300
0.44,20140725200430
0.38,20140725200500
0.16,20140725200800
0.0,20140725201230
0.02,20140725201430
0.18,20140725201800
0.28,20140725201900
0.42,20140725202030
0.5,20140725202630
0.4,20140725203230
0.6,20140725203630
0.44,20140725204300
-0.16,20140725205930
-0.36,20140725211100
-0.56,20140725211600
-0.6,20140725212030
-0.66,20140725212430
-0.68,20140725212700
-0.76,20140725213600
-0.72,20140725214200
-0.74,20140725214630
-0.74,20140726103230
-0.52,20140726104830
0.0,20140726105200
0.24,20140726105500
-0.02,20140726105600
-0.42,20140726105900
-0.28,20140726110900
-0.28,20140726111000
-0.36,20140726111330
-0.46,20140726111900
0.12,20140726112800
-0.18,20140726112930
0.0,20140726113200
0.26,20140726113400
0.24,20140726113600
-0.08,20140726114030
-0.1,20140726114200
-0.32,20140726114330
-0.22,20140726114530
-0.02,20140726114700
0.22,20140726115000
0.62,20140726115500
-0.16,20140726120730
-0.5,20140726121830
-0.54,20140726122130
-0.54,20140726123030
0.62,20140726124500
0.7,20140726124530
0.74,20140726124930
0.72,20140726130330
0.6,20140726130430
0.36,20140726130730
0.44,20140726131130
0.46,20140726131300
0.32,20140726131430
0.3,20140726131630
0.42,20140726132330
0.34,20140726132430
0.3,20140726132500
0.14,20140726132830
0.34,20140726133300
0.44,20140726133400
0.56,20140726133500
-0.02,20140726135130
0.22,20140726135530
0.26,20140726140100
0.28,20140726140230
0.96,20140726141430
0.18,20140726142430
0.38,20140726142730
0.8,20140726143930
0.78,20140726144200
0.7,20140726144600
0.52,20140726145100
0.38,20140726145400
0.54,20140726150300
0.56,20140726150330
0.62,20140726150430
0.62,20140726150530
0.56,20140726151230
0.74,20140726151430
0.72,20140726151600
0.74,20140726151630
0.76,20140726151700
0.78,20140726151800
0.82,20140726151930
0.9,20140726152330
0.94,20140726152600
0.98,20140726152900
0.98,20140726153030
0.98,20140726153700
1.0,20140726154200
0.98,20140726155400
0.98,20140726155830
0.98,20140726155930
0.98,20140726160130
0.84,20140726160730
0.76,20140726161400
0.92,20140726161700
0.88,20140726162030
0.9,20140726162400
0.92,20140726162800
0.92,20140726162830
0.94,20140726162900
0.88,20140726163330
0.64,20140726163830
0.58,20140726163900
-0.34,20140726164830
-0.36,20140726164930
-0.36,20140726165000
-0.36,20140726165100
-0.28,20140726165230
-0.24,20140726165600
-0.18,20140726165730
-0.16,20140726165800
0.88,20140726171500
0.88,20140726171530
0.82,20140726171800
0.78,20140726171830
0.7,20140726172100
0.72,20140726172900
0.18,20140726173400
0.24,20140726173700
0.34,20140726175130
0.36,20140726175200
0.7,20140726175700
0.78,20140726180000
0.82,20140726180130
0.78,20140726180630
0.62,20140726181000
0.66,20140726181230
0.72,20140726182130
0.6,20140726182230
0.58,20140726182500
0.54,20140726182600
0.42,20140726183130
0.2,20140726184130
0.18,20140726184230
-0.1,20140726185500
-0.22,20140726185830
-0.42,20140726190030
-0.82,20140726190630
-0.8,20140726190900
-0.78,20140726191100
-0.82,20140726193330
-0.8,20140726194900
-0.76,20140726195530
-0.82,20140726195700
-0.8,20140726200500
-0.8,20140726200530
-0.8,20140726201000
-0.8,20140726201100
-0.8,20140726201230
-0.8,20140726201600
-0.8,20140726202130
-0.8,20140726203400
-0.8,20140726203500
-0.8,20140726203830
-0.8,20140726204000
-0.8,20140726204400
-0.78,20140726204500
-0.72,20140726205400
-0.68,20140726205730
-0.58,20140726211100
-0.56,20140726211600
-0.54,20140726211830
-0.54,20140726211900
-0.4,20140726212730
-0.26,20140726213730
-0.1,20140726214300
0.04,20140726214800
0.08,20140726214900
-0.8,20140727102830
-0.8,20140727103200
-0.82,20140727103530
-0.82,20140727103700
-0.84,20140727104930
-0.84,20140727110030
-0.84,20140727110730
-0.84,20140727111000
-0.84,20140727111500
-0.84,20140727111900
-0.84,20140727112230
-0.86,20140727113900
-0.86,20140727114030
-0.84,20140727115900
-0.84,20140727120100
-0.84,20140727120500
-0.84,20140727120700
-0.84,20140727121000
-0.84,20140727121100
-0.84,20140727122100
-0.84,20140727123300
-0.84,20140727123400
-0.84,20140727123530
-0.84,20140727123700
-0.84,20140727124200
-0.84,20140727124530
-0.84,20140727124630
-0.84,20140727124800
-0.84,20140727125600
-0.84,20140727125630
-0.86,20140727130330
-0.84,20140727130900
-0.86,20140727131230
-0.86,20140727131730
-0.84,20140727132130
-0.88,20140727132400
-0.86,20140727132600
-0.9,20140727133700
-0.9,20140727133730
-0.88,20140727134030
-0.84,20140727134630
-0.82,20140727135000
-0.78,20140727135400
-0.8,20140727135500
-0.56,20140727140330
-0.6,20140727140530
-0.76,20140727141600
-0.86,20140727142100
-0.88,20140727142530
-0.86,20140727143200
-0.9,20140727143600
-0.82,20140727144630
-0.5,20140727150130
-0.22,20140727150630
0.02,20140727151100
-0.16,20140727151800
0.0,20140727151930
0.3,20140727152800
0.16,20140727153400
0.08,20140727153800
0.0,20140727154630
-0.06,20140727154930
0.18,20140727155830
0.1,20140727160000
0.16,20140727160730
-0.02,20140727161500
-0.04,20140727161730
0.26,20140727162230
0.24,20140727162330
-0.14,20140727163530
-0.14,20140727163700
0.12,20140727164900
-0.02,20140727170000
-0.24,20140727170500
-0.44,20140727171730
-0.12,20140727172300
0.06,20140727172730
0.12,20140727172830
0.32,20140727173530
-0.2,20140727175400
-0.32,20140727180700
-0.32,20140727180830
-0.42,20140727182430
-0.42,20140727182530
-0.46,20140727182600
-0.52,20140727183200
-0.48,20140727183530
-0.46,20140727183700
-0.36,20140727184130
0.02,20140727185900
0.08,20140727190030
0.5,20140727190530
0.58,20140727190830
0.22,20140727192000
0.16,20140727192100
-0.04,20140727193030
-0.08,20140727193100
-0.36,20140727193330
-0.46,20140727193530
-0.6,20140727200100
-0.44,20140727200730
-0.34,20140727201400
-0.32,20140727201500
-0.32,20140727201530
-0.32,20140727201700
-0.3,20140727202900
-0.3,20140727203000
-0.32,20140727203030
-0.28,20140727203830
-0.18,20140727204300
-0.08,20140727205430
-0.5,20140727210530
-0.54,20140727211330
-0.62,20140727212030
-0.5,20140727212430
-0.48,20140727214230
-0.46,20140727214300
-0.5,20140727214400
-0.56,20140728103630
-0.56,20140728103730
-0.52,20140728104000
-0.44,20140728104100
-0.48,20140728104900
-0.36,20140728105000
0.42,20140728105500
0.6,20140728105530
0.4,20140728110600
0.66,20140728112300
0.8,20140728113230
0.84,20140728113330
0.9,20140728113800
0.9,20140728113930
0.92,20140728114400
0.96,20140728115530
0.98,20140728120430
0.98,20140728121000
0.98,20140728121030
0.98,20140728121130
0.98,20140728121200
0.98,20140728121430
0.98,20140728121530
0.98,20140728122000
0.98,20140728122300
0.98,20140728122430
0.98,20140728123700
0.98,20140728123930
0.74,20140728125900
0.6,20140728130300
0.5,20140728130530
0.4,20140728130800
0.38,20140728130830
0.24,20140728131400
0.22,20140728131730
0.2,20140728131800
0.18,20140728131830
-0.02,20140728132230
-0.28,20140728132730
-0.7,20140728133830
-0.72,20140728134100
-0.64,20140728134530
-0.36,20140728134800
-0.56,20140728135630
-0.58,20140728135700
-0.58,20140728135730
-0.26,20140728140530
-0.06,20140728140900
0.4,20140728141230
0.44,20140728141300
0.48,20140728141330
0.9,20140728142130
0.68,20140728143330
0.84,20140728143630
0.86,20140728143700
0.9,20140728143930
0.98,20140728150030
1.0,20140728150400
1.0,20140728151600
0.98,20140728152600
1.0,20140728153030
1.0,20140728153100
1.0,20140728153330
0.98,20140728153500
0.98,20140728153530
1.0,20140728153700
1.0,20140728153800
1.0,20140728154030
0.98,20140728154130
0.98,20140728154600
0.98,20140728154930
0.98,20140728155100
0.98,20140728155530
0.98,20140728160430
0.98,20140728161930
0.98,20140728162200
0.98,20140728162630
0.98,20140728162930
0.98,20140728163000
0.98,20140728163400
0.98,20140728163600
0.98,20140728164530
0.98,20140728164600
0.98,20140728164900
0.98,20140728171830
0.98,20140728171930
0.98,20140728172700
0.98,20140728173130
0.98,20140728173230
0.98,20140728173530
0.98,20140728173730
0.98,20140728174700
0.96,20140728175400
0.96,20140728180230
0.96,20140728180630
0.96,20140728181230
0.96,20140728181400
0.96,20140728181930
0.96,20140728182000
0.96,20140728182030
0.96,20140728182300
0.94,20140728183130
0.8,20140728184100
0.72,20140728184830
-0.48,20140728191300
-0.48,20140728191400
-0.5,20140728191500
-0.26,20140728192900
-0.22,20140728193430
-0.12,20140728193630
-0.04,20140728193730
-0.16,20140728194100
-0.1,20140728194330
0.3,20140728200600
0.0,20140728201430
0.2,20140728201730
0.16,20140728203400
0.18,20140728203530
0.2,20140728204500
0.14,20140728204630
-0.16,20140728211430
-0.16,20140728211600
-0.38,20140728212430
-0.4,20140728212530
-0.6,20140728214300
-0.54,20140728214630
-0.48,20140729102600
-0.52,20140729103100
-0.5,20140729103130
-0.5,20140729103230
-0.14,20140729105130
-0.04,20140729110030
-0.18,20140729110400
-0.2,20140729110500
0.34,20140729111300
0.62,20140729113000
0.62,20140729113100
-0.42,20140729115000
0.06,20140729120730
-0.04,20140729120800
-0.3,20140729121530
-0.62,20140729122430
-0.52,20140729122630
-0.56,20140729123500
-0.44,20140729124030
-0.38,20140729124100
0.58,20140729124600
0.56,20140729124730
0.88,20140729130300
0.9,20140729130330
0.72,20140729130630
0.84,20140729131200
0.74,20140729131630
0.74,20140729131700
0.84,20140729132200
0.08,20140729132900
-0.2,20140729133200
-0.62,20140729133630
-0.62,20140729133700
-0.66,20140729133900
-0.72,20140729134100
-0.76,20140729134300
0.36,20140729140100
-0.12,20140729140600
-0.32,20140729140830
-0.38,20140729140900
-0.44,20140729140930
-0.78,20140729141530
-0.74,20140729141630
-0.72,20140729141730
-0.74,20140729142430
-0.7,20140729142500
0.44,20140729143200
0.68,20140729143400
0.58,20140729143800
0.46,20140729144300
0.4,20140729144500
0.4,20140729144800
0.4,20140729144830
0.38,20140729144900
0.2,20140729145100
-0.06,20140729145300
-0.12,20140729145330
-0.24,20140729145700
-0.28,20140729145930
-0.62,20140729150500
-0.12,20140729151200
0.0,20140729151430
0.38,20140729152500
0.36,20140729152730
0.38,20140729153900
0.44,20140729154000
0.42,20140729154100
0.98,20140729155530
0.96,20140729160200
0.96,20140729160330
0.92,20140729160630
0.22,20140729161730
0.7,20140729162900
0.7,20140729164800
0.26,20140729165730
0.14,20140729170430
0.08,20140729170600
0.28,20140729171830
0.34,20140729171930
0.46,20140729172130
0.04,20140729173900
-0.1,20140729174500
0.28,20140729174800
0.44,20140729175230
0.58,20140729175400
0.74,20140729180500
0.82,20140729181030
0.8,20140729181200
0.56,20140729182430
0.58,20140729182500
0.58,20140729182900
0.62,20140729183200
0.52,20140729183500
0.56,20140729184100
0.24,20140729184830
0.18,20140729185200
0.18,20140729185230
0.32,20140729185730
0.7,20140729190100
0.58,20140729190800
0.32,20140729191200
-0.24,20140729192500
-0.28,20140729192630
-0.34,20140729193000
0.0,20140729193600
0.26,20140729193830
0.4,20140729195130
0.78,20140729195900
0.78,20140729200000
0.76,20140729200830
0.74,20140729200930
0.78,20140729201730
0.58,20140729202630
0.54,20140729202730
0.18,20140729203930
0.14,20140729204100
0.06,20140729204400
-0.02,20140729204900
0.0,20140729205130
0.02,20140729205230
0.06,20140729205630
0.06,20140729205700
0.08,20140729205900
0.18,20140729211800
0.18,20140729211930
0.18,20140729212100
0.2,20140729212900
0.12,20140729213400
0.08,20140729213530
-0.18,20140729214600
-0.22,20140729214730
-0.24,20140729215000
-0.24,20140729215100
-0.26,20140730102900
-0.54,20140730103800
-0.48,20140730103900
-0.04,20140730104130
0.2,20140730104300
0.48,20140730104830
0.68,20140730105030
0.44,20140730105130
-0.3,20140730105500
-0.64,20140730110130
-0.64,20140730110200
-0.5,20140730110930
-0.4,20140730111000
-0.3,20140730111030
-0.4,20140730111300
-0.56,20140730111600
-0.48,20140730111700
-0.58,20140730111830
-0.72,20140730112330
-0.58,20140730113800
-0.6,20140730113830
