cf,timestamp
1.0,20140402151700
1.0,20140402152230
1.0,20140402152500
1.0,20140402153030
1.0,20140402154000
0.98,20140402154800
0.98,20140402155300
0.98,20140402155630
0.98,20140402160230
0.98,20140402160400
0.98,20140402161630
0.96,20140402161800
0.98,20140402161830
0.96,20140402162830
0.98,20140402163400
0.96,20140402164130
0.98,20140402165800
0.98,20140402170200
0.98,20140402170400
0.98,20140402171130
0.98,20140402172030
0.98,20140402172600
0.98,20140402172700
0.98,20140402172730
0.98,20140402172830
0.98,20140402172930
1.0,20140402173900
0.98,20140402174000
0.98,20140402174430
0.98,20140402174530
0.98,20140402174630
1.0,20140402174900
1.0,20140402175030
0.98,20140402175100
1.0,20140402175130
1.0,20140402180630
1.0,20140402180730
1.0,20140402180830
1.0,20140402181730
1.0,20140402181830
1.0,20140402182400
0.98,20140402183630
1.0,20140402185500
1.0,20140402185600
1.0,20140402190330
0.98,20140402190430
0.98,20140402191030
0.98,20140402191100
0.98,20140402191630
0.98,20140402192500
0.98,20140402194030
0.98,20140402194200
0.96,20140402194700
0.96,20140402194800
0.98,20140402195200
0.98,20140402195730
0.98,20140402195900
0.98,20140402200300
0.98,20140402201730
0.96,20140402202400
0.96,20140402202600
0.98,20140402203100
0.98,20140402203230
0.98,20140402203600
0.98,20140402204130
0.96,20140402204300
0.96,20140402205000
0.98,20140402205430
0.96,20140402210700
0.96,20140402211130
0.96,20140402211500
0.94,20140402211800
0.94,20140402212530
0.94,20140402212630
0.94,20140402212730
0.9,20140402212930
0.62,20140402214900
-0.76,20140403102200
-0.76,20140403102330
-0.7,20140403102430
-0.72,20140403102830
-0.74,20140403102900
-0.74,20140403103030
-0.62,20140403104000
-0.54,20140403104830
-0.54,20140403105130
-0.5,20140403105630
-0.46,20140403110030
-0.46,20140403110100
-0.42,20140403110330
-0.4,20140403110430
-0.34,20140403110730
-0.22,20140403111230
-0.2,20140403111330
-0.12,20140403111600
-0.06,20140403111830
0.02,20140403112100
0.16,20140403112530
0.2,20140403112700
0.44,20140403113700
0.5,20140403113930
0.56,20140403114200
0.9,20140403115530
0.9,20140403115600
0.94,20140403115930
0.94,20140403120030
0.96,20140403120100
0.96,20140403120230
0.96,20140403120300
0.98,20140403120600
0.98,20140403120700
0.98,20140403120830
0.98,20140403121000
0.98,20140403121130
1.0,20140403121230
1.0,20140403121500
1.0,20140403121900
1.0,20140403121930
1.0,20140403122100
1.0,20140403122630
1.0,20140403123200
1.0,20140403123300
1.0,20140403123930
0.98,20140403124630
1.0,20140403125800
1.0,20140403130030
0.98,20140403130930
0.94,20140403131730
0.92,20140403132230
0.8,20140403132900
0.78,20140403133030
0.68,20140403133400
0.68,20140403133430
0.6,20140403133700
0.56,20140403133730
0.5,20140403133930
-0.72,20140403140000
-0.76,20140403140230
-0.76,20140403140800
-0.78,20140403140830
-0.78,20140403141230
-0.78,20140403141730
-0.44,20140403144100
-0.5,20140403144400
-0.16,20140403145400
-0.14,20140403145530
0.02,20140403145830
0.02,20140403145930
0.2,20140403150100
0.04,20140403151100
0.12,20140403151630
-0.02,20140403152730
-0.02,20140403152930
-0.1,20140403153030
-0.4,20140403153630
-0.42,20140403153700
-0.34,20140403154130
-0.3,20140403154300
-0.32,20140403154600
-0.46,20140403161100
-0.48,20140403161230
-0.42,20140403161730
-0.34,20140403163000
-0.36,20140403163130
-0.36,20140403163230
-0.38,20140403163500
-0.36,20140403163600
-0.3,20140403164230
-0.26,20140403164700
-0.32,20140403165230
-0.32,20140403165500
-0.3,20140403170030
-0.34,20140403170730
-0.32,20140403170930
-0.28,20140403171430
-0.22,20140403171600
-0.1,20140403171800
-0.08,20140403172300
-0.1,20140403172430
0.0,20140403173130
0.26,20140403174030
0.3,20140403174300
0.4,20140403175130
0.4,20140403175200
0.44,20140403180430
0.4,20140403180730
0.4,20140403181030
0.38,20140403181130
0.38,20140403181200
0.34,20140403182000
0.3,20140403182030
0.3,20140403182100
0.3,20140403182200
0.2,20140403182600
0.08,20140403182900
-0.16,20140403184130
-0.26,20140403184800
-0.28,20140403184900
-0.32,20140403185030
-0.48,20140403185530
-0.52,20140403185700
-0.6,20140403185930
-0.66,20140403190230
-0.78,20140403190800
-0.78,20140403190930
-0.78,20140403191230
-0.78,20140403191430
-0.74,20140403191730
-0.66,20140403192130
-0.3,20140403193230
-0.28,20140403193300
0.18,20140403193900
-0.1,20140403200330
-0.42,20140403200730
-0.78,20140403201530
-0.78,20140403201700
-0.8,20140403202030
-0.82,20140403202200
-0.78,20140403202400
-0.8,20140403202530
-0.8,20140403202730
-0.82,20140403202830
-0.8,20140403202930
-0.84,20140403203530
-0.86,20140403205330
-0.84,20140403210130
-0.84,20140403210300
-0.82,20140403210830
-0.82,20140403210930
-0.82,20140403211230
-0.82,20140403211800
-0.8,20140403212230
-0.8,20140403212300
-0.8,20140403212400
-0.78,20140403213930
-0.76,20140403214500
-0.74,20140403214700
-0.74,20140403214730
-0.72,20140404102400
-0.68,20140404102600
-0.64,20140404102630
-0.58,20140404102800
-0.54,20140404102830
-0.28,20140404103100
-0.22,20140404103200
0.3,20140404103830
0.34,20140404104230
0.64,20140404105630
0.14,20140404110430
-0.26,20140404111300
-0.76,20140404112630
-0.8,20140404112730
-0.82,20140404112830
-0.82,20140404112900
-0.82,20140404113000
-0.82,20140404113100
-0.82,20140404113130
-0.82,20140404113230
-0.78,20140404115500
-0.66,20140404120330
-0.46,20140404121400
-0.46,20140404121930
-0.2,20140404123100
-0.28,20140404123800
-0.42,20140404124000
-0.54,20140404124200
-0.66,20140404125130
-0.64,20140404125400
-0.58,20140404125930
-0.56,20140404130100
-0.6,20140404130430
-0.56,20140404130700
-0.56,20140404131530
-0.42,20140404132300
-0.48,20140404132630
-0.26,20140404134430
-0.46,20140404135530
-0.34,20140404140200
-0.36,20140404140500
-0.2,20140404140630
0.46,20140404141900
0.46,20140404142230
0.5,20140404142930
0.58,20140404143300
0.48,20140404144200
0.56,20140404144330
0.66,20140404144630
0.6,20140404145000
0.72,20140404145800
0.72,20140404145830
0.74,20140404150530
0.74,20140404151300
0.8,20140404152300
0.76,20140404152830
0.82,20140404153630
0.78,20140404154000
0.74,20140404154230
0.46,20140404155300
0.54,20140404155600
0.42,20140404160630
0.64,20140404161800
0.66,20140404161900
0.94,20140404163230
0.94,20140404163330
0.9,20140404163500
0.88,20140404163700
0.86,20140404163930
0.78,20140404164530
0.58,20140404165500
0.7,20140404170630
0.6,20140404171130
0.18,20140404172800
-0.04,20140404174600
0.0,20140404174900
0.08,20140404175300
0.18,20140404175600
0.16,20140404180530
0.34,20140404181430
0.32,20140404181530
0.28,20140404181800
0.4,20140404182000
0.34,20140404182830
0.34,20140404182930
0.3,20140404183230
0.32,20140404183300
0.48,20140404184630
0.54,20140404184900
0.62,20140404185300
0.64,20140404185330
0.64,20140404185400
0.7,20140404190200
0.72,20140404190730
0.92,20140404191330
0.92,20140404191400
0.94,20140404191830
0.94,20140404191930
0.96,20140404192200
0.96,20140404192300
0.98,20140404193030
0.96,20140404193230
0.96,20140404193330
0.98,20140404193500
0.98,20140404193600
0.98,20140404194030
0.98,20140404200430
0.98,20140404200700
0.96,20140404200900
0.92,20140404201230
0.9,20140404201300
0.84,20140404201600
0.7,20140404202300
0.66,20140404202900
0.62,20140404204700
0.64,20140404204830
0.62,20140404204900
0.66,20140404205300
0.66,20140404205600
0.68,20140404205730
0.66,20140404210300
0.64,20140404210800
0.66,20140404211000
0.64,20140404211900
0.62,20140404212200
0.58,20140404212500
0.5,20140404213330
0.4,20140404213530
0.4,20140404213630
0.38,20140404213700
0.38,20140404213730
0.28,20140404214100
0.14,20140404214530
0.12,20140404214600
-0.2,20140405102200
-0.22,20140405102230
-0.36,20140405102600
-0.36,20140405102830
-0.2,20140405103730
-0.26,20140405104130
-0.28,20140405104430
-0.26,20140405104600
-0.28,20140405105030
-0.28,20140405105200
-0.36,20140405105530
-0.36,20140405110730
-0.14,20140405111530
-0.1,20140405112000
0.02,20140405112500
-0.08,20140405113630
-0.7,20140405114900
-0.78,20140405115330
-0.82,20140405115700
-0.84,20140405115830
-0.86,20140405120230
-0.86,20140405120430
-0.86,20140405120800
-0.86,20140405120830
-0.88,20140405120930
-0.88,20140405121430
-0.84,20140405122000
-0.82,20140405122700
-0.86,20140405123730
-0.86,20140405124130
-0.84,20140405124300
-0.76,20140405125100
-0.74,20140405125130
-0.76,20140405125830
-0.8,20140405130100
-0.82,20140405130200
-0.76,20140405131200
-0.48,20140405132830
-0.28,20140405133530
-0.08,20140405134300
-0.08,20140405134830
0.22,20140405135830
0.18,20140405135900
0.16,20140405135930
0.08,20140405140130
0.02,20140405140330
0.06,20140405140500
0.08,20140405140600
0.3,20140405140830
0.28,20140405141330
0.44,20140405142030
0.48,20140405142800
0.36,20140405143200
0.4,20140405143330
0.32,20140405143730
0.3,20140405143930
0.6,20140405144530
0.46,20140405145200
0.62,20140405145400
0.64,20140405145430
0.58,20140405145730
0.5,20140405150530
0.66,20140405151300
0.52,20140405152930
0.64,20140405153100
0.62,20140405153630
0.58,20140405153700
0.5,20140405154700
0.44,20140405155100
0.34,20140405155200
0.32,20140405155500
0.54,20140405160100
0.34,20140405161800
0.42,20140405161830
0.52,20140405162000
0.56,20140405162100
0.74,20140405162500
0.52,20140405163600
0.02,20140405165030
0.04,20140405165100
0.04,20140405165130
0.08,20140405165530
0.4,20140405172330
0.44,20140405172400
0.4,20140405173600
0.4,20140405173630
0.22,20140405173830
0.18,20140405174200
0.14,20140405175630
0.0,20140405180300
0.08,20140405180600
-0.06,20140405181100
0.04,20140405183000
0.06,20140405183500
-0.06,20140405184030
-0.48,20140405184930
-0.44,20140405185100
-0.42,20140405185130
-0.36,20140405185330
-0.36,20140405185600
-0.44,20140405190100
-0.32,20140405190830
-0.2,20140405190900
-0.22,20140405191130
-0.14,20140405192300
-0.16,20140405192400
-0.16,20140405192530
-0.14,20140405193130
-0.06,20140405193700
0.0,20140405193830
0.18,20140405194530
0.26,20140405194800
0.52,20140405200200
0.78,20140405201100
0.84,20140405201800
0.88,20140405202500
0.88,20140405202530
0.92,20140405203230
0.92,20140405203600
0.92,20140405203800
0.9,20140405204330
0.96,20140405205730
0.96,20140405205800
0.98,20140405210600
0.98,20140405211000
0.98,20140405211130
0.98,20140405211400
0.96,20140405212130
0.9,20140405213330
0.92,20140405214800
0.92,20140405215030
-0.58,20140406102700
-0.78,20140406104100
-0.88,20140406104500
-0.9,20140406105130
-0.9,20140406110030
-0.9,20140406110100
-0.9,20140406110230
-0.88,20140406110400
-0.88,20140406110500
-0.88,20140406110530
-0.88,20140406110700
-0.88,20140406111300
-0.88,20140406111330
-0.88,20140406111530
-0.88,20140406111600
-0.88,20140406111730
-0.68,20140406112600
-0.76,20140406112830
-0.7,20140406113230
-0.76,20140406114100
-0.8,20140406114330
-0.74,20140406114700
0.24,20140406115100
0.3,20140406115900
0.24,20140406120000
0.12,20140406120300
0.38,20140406120600
0.14,20140406120730
-0.04,20140406120830
-0.1,20140406120930
-0.08,20140406121130
-0.08,20140406121400
-0.1,20140406121730
-0.14,20140406121800
-0.58,20140406123230
-0.58,20140406123430
-0.7,20140406123930
-0.68,20140406124200
-0.66,20140406125400
-0.6,20140406125930
-0.48,20140406130730
-0.54,20140406130830
-0.56,20140406131500
-0.48,20140406131830
-0.46,20140406131900
-0.34,20140406132630
-0.22,20140406132800
-0.08,20140406133530
-0.22,20140406134000
0.0,20140406134300
0.08,20140406134400
0.38,20140406135730
0.48,20140406135900
0.48,20140406135930
0.6,20140406140230
0.42,20140406140500
0.48,20140406140600
0.4,20140406141330
0.4,20140406141500
0.48,20140406141600
0.44,20140406141730
0.3,20140406142130
0.16,20140406142600
0.26,20140406144800
0.3,20140406144900
0.06,20140406145130
0.14,20140406145600
0.24,20140406150130
0.26,20140406150530
0.24,20140406150630
0.2,20140406151530
0.44,20140406152130
0.52,20140406152230
0.48,20140406152730
0.5,20140406153100
0.5,20140406153130
0.52,20140406153200
0.44,20140406153330
0.36,20140406153430
0.42,20140406153730
0.56,20140406155700
0.56,20140406160930
0.64,20140406161130
0.6,20140406161500
0.7,20140406163500
0.5,20140406164200
0.5,20140406164300
0.54,20140406164630
0.48,20140406165200
0.3,20140406165600
0.24,20140406165630
-0.02,20140406170300
0.26,20140406170730
0.46,20140406171100
0.46,20140406171200
0.34,20140406171430
0.1,20140406171700
0.06,20140406171730
-0.12,20140406172100
-0.16,20140406172430
0.26,20140406173130
0.18,20140406173430
0.16,20140406174200
0.3,20140406174400
0.46,20140406174630
0.46,20140406174900
0.4,20140406175000
0.4,20140406175130
0.08,20140406175530
0.04,20140406175700
-0.06,20140406180030
-0.06,20140406180700
-0.06,20140406180730
-0.08,20140406180830
0.3,20140406182200
0.24,20140406184530
0.3,20140406185200
0.68,20140406185600
0.74,20140406185700
0.56,20140406190900
-0.08,20140406192430
-0.22,20140406193300
-0.7,20140406200100
-0.26,20140406200730
-0.22,20140406201100
-0.56,20140406202030
-0.6,20140406202130
-0.76,20140406203430
-0.84,20140406203830
-0.84,20140406204830
-0.84,20140406204900
-0.84,20140406205100
-0.82,20140406205500
-0.82,20140406205530
-0.82,20140406205600
-0.8,20140406210830
-0.76,20140406211230
-0.74,20140406211700
-0.68,20140406211830
-0.74,20140406212200
-0.7,20140406212730
-0.7,20140406213300
-0.7,20140406213400
-0.62,20140406214200
-0.7,20140406214800
-0.7,20140407102330
-0.7,20140407102400
-0.7,20140407102500
-0.64,20140407103130
-0.64,20140407103700
-0.64,20140407104100
-0.48,20140407104730
-0.18,20140407105430
-0.1,20140407105500
0.6,20140407111030
0.04,20140407114230
0.1,20140407114800
0.34,20140407115200
0.38,20140407115230
0.52,20140407115830
0.6,20140407120900
0.46,20140407121230
0.26,20140407123300
0.22,20140407123430
0.24,20140407123500
0.24,20140407123630
0.26,20140407124230
0.36,20140407124400
0.42,20140407125500
0.8,20140407130930
0.92,20140407131400
0.98,20140407131900
0.98,20140407132130
0.98,20140407132330
1.0,20140407132400
1.0,20140407133200
1.0,20140407133330
0.98,20140407133930
0.88,20140407134330
0.38,20140407135230
0.34,20140407135730
0.24,20140407135900
0.74,20140407141600
0.82,20140407141800
0.48,20140407142200
0.58,20140407143130
0.64,20140407143600
0.48,20140407143800
0.6,20140407144430
0.76,20140407150000
0.86,20140407150130
0.72,20140407150630
0.9,20140407150800
0.9,20140407151230
0.88,20140407151300
0.88,20140407151900
0.96,20140407153000
0.96,20140407153100
0.96,20140407153200
0.88,20140407154530
0.76,20140407154830
0.68,20140407155700
0.7,20140407155730
0.76,20140407155930
0.76,20140407160100
0.88,20140407160530
0.62,20140407162200
0.62,20140407162230
0.7,20140407162430
0.66,20140407162830
0.56,20140407163100
0.28,20140407164130
0.34,20140407164300
0.36,20140407164500
0.28,20140407165000
0.28,20140407165200
0.26,20140407170230
0.38,20140407170600
0.48,20140407172000
0.5,20140407172130
0.48,20140407172230
0.44,20140407172530
0.44,20140407172600
0.46,20140407173330
0.44,20140407173430
0.5,20140407174200
0.8,20140407180130
0.78,20140407180300
0.8,20140407180330
0.78,20140407181430
0.66,20140407181800
0.72,20140407182200
0.72,20140407182900
0.68,20140407183030
0.68,20140407183100
0.78,20140407183730
0.74,20140407184100
0.78,20140407184230
0.8,20140407184930
0.8,20140407185000
0.86,20140407185100
0.84,20140407185430
0.84,20140407185500
0.9,20140407185730
0.92,20140407190330
0.92,20140407190830
0.92,20140407192030
0.94,20140407192730
0.96,20140407194030
0.96,20140407194230
0.94,20140407194530
0.78,20140407195530
0.76,20140407195700
0.64,20140407200030
0.62,20140407200130
0.72,20140407201530
0.74,20140407201730
0.84,20140407202800
0.84,20140407202900
0.82,20140407203000
0.8,20140407203400
0.7,20140407204200
0.68,20140407204800
0.64,20140407205200
0.64,20140407205700
0.62,20140407205730
0.62,20140407205800
0.5,20140407210600
0.46,20140407210730
0.46,20140407210800
0.4,20140407211330
0.26,20140407211930
0.22,20140407212030
-0.02,20140407212430
-0.04,20140407212500
-0.62,20140408101930
-0.64,20140408102200
-0.42,20140408103000
0.54,20140408105100
0.64,20140408105730
0.66,20140408105800
0.7,20140408110000
0.72,20140408110300
0.76,20140408111030
0.84,20140408111700
0.92,20140408112200
0.98,20140408114400
0.98,20140408114930
0.98,20140408115100
0.96,20140408120930
0.98,20140408122830
0.98,20140408123030
0.98,20140408123600
0.98,20140408123700
0.96,20140408123800
0.96,20140408124000
0.96,20140408124130
0.96,20140408124930
1.0,20140408131200
0.98,20140408131800
0.98,20140408132700
0.92,20140408133330
0.96,20140408133730
0.88,20140408135200
0.86,20140408135230
0.42,20140408141030
0.48,20140408141500
0.56,20140408142300
0.56,20140408142330
0.54,20140408143230
0.52,20140408143800
0.52,20140408143900
0.52,20140408144130
0.52,20140408144330
0.52,20140408145130
0.6,20140408150700
0.58,20140408150930
0.52,20140408151130
0.44,20140408151500
0.4,20140408152230
0.4,20140408152530
0.38,20140408152700
0.38,20140408153030
0.44,20140408153130
0.36,20140408153330
-0.02,20140408154130
-0.1,20140408154800
-0.2,20140408155600
0.18,20140408160300
0.16,20140408160530
0.12,20140408162730
0.06,20140408162930
0.08,20140408163000
0.2,20140408163500
0.62,20140408164630
0.5,20140408165230
0.36,20140408165600
0.32,20140408165700
0.4,20140408165800
0.44,20140408170230
0.52,20140408170400
0.34,20140408170730
-0.08,20140408171930
-0.02,20140408172130
0.04,20140408172530
0.02,20140408172630
-0.06,20140408173000
0.0,20140408173630
-0.04,20140408174700
-0.08,20140408174800
-0.2,20140408175630
-0.2,20140408180030
-0.12,20140408180500
-0.08,20140408180630
-0.14,20140408180930
-0.06,20140408181730
0.26,20140408182930
0.38,20140408183130
0.42,20140408183330
0.44,20140408183400
0.4,20140408184330
0.42,20140408184500
0.44,20140408184530
0.42,20140408184800
0.48,20140408185400
0.5,20140408185530
0.54,20140408190300
0.52,20140408190530
0.5,20140408190900
0.5,20140408191000
0.5,20140408191230
0.46,20140408192200
0.46,20140408192300
0.46,20140408192400
0.4,20140408194100
0.42,20140408194130
0.42,20140408194230
0.42,20140408194430
0.4,20140408194630
0.74,20140408195930
0.78,20140408200730
0.6,20140408201430
0.52,20140408201730
0.5,20140408201830
0.26,20140408202230
0.12,20140408203200
0.12,20140408203230
0.1,20140408203830
0.16,20140408205300
0.14,20140408210400
0.08,20140408211000
-0.5,20140408213530
-0.52,20140408214000
-0.52,20140408214600
-0.18,20140409103230
0.3,20140409104200
0.52,20140409104600
0.54,20140409104630
0.8,20140409105900
0.84,20140409110330
0.86,20140409111100
0.88,20140409111530
0.92,20140409112530
0.92,20140409112600
0.94,20140409112630
0.92,20140409112900
0.96,20140409113630
0.96,20140409113830
0.96,20140409114000
0.98,20140409114700
0.98,20140409114730
0.98,20140409114800
0.98,20140409114830
0.98,20140409114900
0.98,20140409115200
0.96,20140409120530
0.98,20140409120800
0.98,20140409120900
0.98,20140409121830
0.98,20140409122330
0.98,20140409122500
0.98,20140409123500
0.98,20140409125630
0.98,20140409125830
0.98,20140409130130
1.0,20140409131600
1.0,20140409131730
1.0,20140409131900
1.0,20140409132030
1.0,20140409132300
0.94,20140409133200
1.0,20140409135000
1.0,20140409135030
0.98,20140409135630
0.98,20140409135830
0.96,20140409141530
0.96,20140409142000
0.96,20140409142900
0.98,20140409143200
0.96,20140409144500
0.98,20140409144800
0.98,20140409144930
0.96,20140409145330
0.98,20140409145930
0.98,20140409150130
0.98,20140409150230
0.98,20140409151530
0.98,20140409151630
1.0,20140409152330
1.0,20140409152630
1.0,20140409153100
1.0,20140409153500
1.0,20140409153830
1.0,20140409154100
1.0,20140409154230
0.98,20140409154500
1.0,20140409154530
0.98,20140409154600
1.0,20140409154630
0.98,20140409155530
0.98,20140409155700
0.98,20140409160400
0.98,20140409160630
0.98,20140409160830
0.98,20140409161100
0.98,20140409162030
0.98,20140409162830
0.98,20140409162900
0.98,20140409162930
0.98,20140409163700
0.98,20140409164000
0.96,20140409165500
0.98,20140409165600
0.96,20140409165800
0.96,20140409170500
0.98,20140409171100
0.98,20140409171330
0.98,20140409171530
0.98,20140409172000
0.98,20140409172430
0.98,20140409172800
0.98,20140409173300
0.94,20140409180300
0.96,20140409182200
0.96,20140409182230
0.96,20140409182400
0.96,20140409183000
0.96,20140409184130
0.96,20140409184330
0.96,20140409184600
0.96,20140409185200
0.96,20140409185600
0.96,20140409185930
0.96,20140409191430
0.96,20140409191600
0.96,20140409192500
0.96,20140409192530
0.96,20140409192730
0.98,20140409193300
0.98,20140409193500
0.96,20140409194200
0.96,20140409194400
0.96,20140409194800
0.96,20140409194930
0.96,20140409195000
0.96,20140409195100
0.96,20140409195430
0.94,20140409195800
0.94,20140409200230
0.92,20140409200500
0.86,20140409201800
0.84,20140409202130
0.78,20140409203030
0.78,20140409203100
0.78,20140409203300
0.78,20140409204000
0.8,20140409204630
0.74,20140409210500
0.74,20140409210530
0.64,20140409211400
0.56,20140409212000
0.58,20140409212030
0.52,20140409212330
0.44,20140409212530
0.28,20140409213030
0.28,20140409213130
0.02,20140409213900
-0.54,20140409214930
-0.66,20140410101900
-0.64,20140410101930
-0.5,20140410103130
-0.48,20140410104300
-0.36,20140410105130
-0.34,20140410105230
-0.28,20140410105400
-0.26,20140410105500
-0.24,20140410105600
-0.2,20140410105830
-0.12,20140410110130
-0.04,20140410111200
-0.12,20140410111500
-0.2,20140410112200
-0.04,20140410112730
0.14,20140410113300
0.32,20140410113700
0.36,20140410113730
0.44,20140410114130
0.36,20140410114500
0.34,20140410115730
0.34,20140410115800
0.34,20140410120230
0.44,20140410121130
0.5,20140410121700
0.56,20140410121930
0.64,20140410122200
0.72,20140410122900
0.26,20140410124430
0.54,20140410125530
0.72,20140410125800
0.8,20140410125930
0.88,20140410130830
0.92,20140410131500
0.94,20140410131530
0.94,20140410132030
0.94,20140410132100
0.98,20140410132630
0.98,20140410133000
0.98,20140410133300
0.98,20140410133700
1.0,20140410133800
1.0,20140410134900
1.0,20140410135100
1.0,20140410135430
1.0,20140410140230
0.98,20140410141200
1.0,20140410141530
1.0,20140410142200
1.0,20140410143030
1.0,20140410144230
1.0,20140410144600
0.98,20140410144730
0.98,20140410144930
0.98,20140410145000
0.98,20140410145400
0.98,20140410145500
0.98,20140410145700
0.94,20140410152030
0.98,20140410152630
0.98,20140410152700
0.98,20140410153030
0.98,20140410153130
0.96,20140410153730
0.96,20140410154130
0.96,20140410154530
0.94,20140410154730
0.92,20140410155730
0.9,20140410155830
0.9,20140410160030
0.74,20140410161200
0.78,20140410161400
0.92,20140410162500
0.94,20140410162630
0.8,20140410163800
0.86,20140410164000
0.92,20140410165330
0.92,20140410165530
0.9,20140410170500
0.48,20140410171200
0.4,20140410172500
0.84,20140410173430
0.76,20140410174400
0.9,20140410175430
0.98,20140410180500
0.98,20140410181500
0.96,20140410182330
0.94,20140410182400
0.94,20140410183000
0.96,20140410183130
0.96,20140410183200
0.94,20140410183300
0.96,20140410183330
0.96,20140410183630
0.98,20140410184200
0.98,20140410184330
0.98,20140410184830
0.96,20140410185230
0.96,20140410185330
0.98,20140410185600
0.98,20140410190930
0.98,20140410191930
0.98,20140410193330
0.98,20140410193630
0.98,20140410194400
0.98,20140410194430
0.98,20140410194500
0.98,20140410194530
0.98,20140410194830
0.98,20140410195130
0.98,20140410195400
0.98,20140410195430
0.98,20140410195600
0.98,20140410195630
0.98,20140410195700
0.98,20140410200030
0.98,20140410200530
0.98,20140410200700
0.96,20140410201530
0.96,20140410201800
0.96,20140410202030
0.96,20140410202300
0.96,20140410202330
0.96,20140410202630
0.96,20140410202700
0.98,20140410203000
0.96,20140410203300
0.96,20140410204000
0.84,20140410205400
0.56,20140410210730
0.44,20140410211100
0.38,20140410211330
0.18,20140410212030
0.1,20140410212400
-0.06,20140410212830
-0.34,20140410213500
-0.44,20140410213730
-0.54,20140410214300
